Weekday_Sensible Weekday_Latent Weekday_Occupancy Weekend_Sensible Weekend_Latent Weekend_Occupancy
0.0011375 0.00092568 0.5 0.0011538 0.0011265 0.67
0.0011443 0.00093483 0.5 0.0011583 0.0011294 0.67
0.0011511 0.00094386 0.5 0.0011628 0.0011322 0.67
0.0011579 0.00095276 0.5 0.0011672 0.0011347 0.67
0.0011645 0.00096156 0.5 0.0011716 0.001137 0.67
0.0011711 0.00097023 0.5 0.001176 0.0011391 0.67
0.0011777 0.00097879 0.5 0.0011803 0.001141 0.67
0.0011841 0.00098722 0.5 0.0011846 0.0011428 0.67
0.0011905 0.00099555 0.5 0.0011889 0.0011443 0.67
0.0011969 0.0010037 0.5 0.0011932 0.0011456 0.67
0.0012032 0.0010118 0.5 0.0011974 0.0011468 0.67
0.0012094 0.0010198 0.5 0.0012016 0.0011477 0.67
0.0012155 0.0010276 0.5 0.0012058 0.0011484 0.67
0.0012216 0.0010354 0.5 0.0012099 0.001149 0.67
0.0012276 0.001043 0.5 0.0012141 0.0011493 0.67
0.0012336 0.0010505 0.5 0.0012181 0.0011495 0.67
0.0012395 0.0010579 0.5 0.0012222 0.0011494 0.67
0.0012453 0.0010651 0.5 0.0012262 0.0011492 0.67
0.0012511 0.0010723 0.5 0.0012302 0.0011488 0.67
0.0012568 0.0010793 0.5 0.0012342 0.0011481 0.67
0.0012624 0.0010862 0.5 0.0012382 0.0011473 0.67
0.001268 0.001093 0.5 0.0012421 0.0011463 0.67
0.0012735 0.0010997 0.5 0.001246 0.0011451 0.67
0.0012789 0.0011062 0.5 0.0012498 0.0011436 0.67
0.0012843 0.0011127 0.5 0.0012537 0.001142 0.67
0.0012896 0.001119 0.5 0.0012575 0.0011402 0.67
0.0012949 0.0011252 0.5 0.0012613 0.0011382 0.67
0.0013001 0.0011313 0.5 0.001265 0.001136 0.67
0.0013052 0.0011372 0.5 0.0012687 0.0011336 0.67
0.0013102 0.0011431 0.5 0.0012724 0.001131 0.67
0.0013152 0.0011488 0.5 0.0012761 0.0011282 0.67
0.0013201 0.0011544 0.5 0.0012797 0.0011252 0.67
0.001325 0.0011599 0.5 0.0012833 0.001122 0.67
0.0013298 0.0011653 0.5 0.0012869 0.0011186 0.67
0.0013453 0.0011967 1.0 0.0012971 0.0011017 0.67
0.0013529 0.0012078 1.0 0.0013021 0.0011012 0.67
0.0013602 0.0012187 1.0 0.001307 0.0011007 0.67
0.0013674 0.0012291 1.0 0.0013118 0.0011001 0.67
0.0013744 0.0012391 1.0 0.0013165 0.0010994 0.67
0.0013812 0.0012488 1.0 0.0013211 0.0010987 0.67
0.0013879 0.0012581 1.0 0.0013257 0.0010979 0.67
0.0013944 0.0012671 1.0 0.0013301 0.001097 0.67
0.0014008 0.0012756 1.0 0.0013345 0.0010961 0.67
0.001407 0.0012838 1.0 0.0013387 0.0010952 0.67
0.001413 0.0012916 1.0 0.0013429 0.0010941 0.67
0.0014188 0.001299 1.0 0.001347 0.001093 0.67
0.0014245 0.0013061 1.0 0.0013509 0.0010919 0.67
0.00143 0.0013127 1.0 0.0013548 0.0010907 0.67
0.0014353 0.001319 1.0 0.0013586 0.0010894 0.67
0.0014405 0.0013249 1.0 0.0013623 0.0010881 0.67
0.0014455 0.0013305 1.0 0.0013659 0.0010867 0.67
0.0014504 0.0013357 1.0 0.0013695 0.0010852 0.67
0.001455 0.0013404 1.0 0.0013729 0.0010837 0.67
0.0014595 0.0013449 1.0 0.0013762 0.0010821 0.67
0.0014639 0.0013489 1.0 0.0013795 0.0010805 0.67
0.001468 0.0013526 1.0 0.0013827 0.0010788 0.67
0.001472 0.0013559 1.0 0.0013857 0.0010771 0.67
0.0014759 0.0013588 1.0 0.0013887 0.0010752 0.67
0.0014795 0.0013613 1.0 0.0013916 0.0010734 0.67
0.001483 0.0013635 1.0 0.0013944 0.0010714 0.67
0.0014864 0.0013652 1.0 0.0013971 0.0010694 0.67
0.0014895 0.0013666 1.0 0.0013997 0.0010674 0.67
0.0014925 0.0013677 1.0 0.0014022 0.0010652 0.67
0.0014954 0.0013683 1.0 0.0014046 0.001063 0.67
0.001498 0.0013686 1.0 0.0014069 0.0010608 0.67
0.0015005 0.0013685 1.0 0.0014092 0.0010585 0.67
0.0015028 0.001368 1.0 0.0014113 0.0010561 0.67
0.001505 0.0013672 1.0 0.0014134 0.0010537 0.67
0.001507 0.001366 1.0 0.0014153 0.0010512 0.67
0.0015088 0.0013644 1.0 0.0014172 0.0010487 0.67
0.0015105 0.0013624 1.0 0.001419 0.0010461 0.67
0.001512 0.00136 1.0 0.0014207 0.0010434 0.67
0.0015133 0.0013573 1.0 0.0014223 0.0010407 0.67
0.0015144 0.0013542 1.0 0.0014238 0.0010379 0.67
0.0015154 0.0013507 1.0 0.0014252 0.001035 0.67
0.0015162 0.0013469 1.0 0.0014265 0.0010321 0.67
0.0015169 0.0013426 1.0 0.0014277 0.0010291 0.67
0.0015174 0.001338 1.0 0.0014288 0.0010261 0.67
0.0015177 0.001333 1.0 0.0014299 0.001023 0.67
0.0015178 0.0013277 1.0 0.0014308 0.0010198 0.67
0.0015178 0.0013219 1.0 0.0014317 0.0010166 0.67
0.0015176 0.0013158 1.0 0.0014325 0.0010134 0.67
0.0015173 0.0013093 1.0 0.0014331 0.00101 0.67
0.0015168 0.0013024 1.0 0.0014337 0.0010066 0.67
0.0015049 0.0012501 1.0 0.0014333 0.0009901 0.67
0.001507 0.0012467 1.0 0.0014358 0.00098668 0.67
0.001509 0.0012433 1.0 0.0014383 0.00098332 0.67
0.0015109 0.00124 1.0 0.0014407 0.00098002 0.67
0.0015128 0.0012368 1.0 0.0014431 0.00097678 0.67
0.0015146 0.0012336 1.0 0.0014453 0.00097359 0.67
0.0015163 0.0012305 1.0 0.0014475 0.00097046 0.67
0.001518 0.0012274 1.0 0.0014496 0.00096739 0.67
0.0015196 0.0012244 1.0 0.0014516 0.00096438 0.67
0.0015212 0.0012214 1.0 0.0014535 0.00096142 0.67
0.0015227 0.0012185 1.0 0.0014553 0.00095852 0.67
0.0015241 0.0012157 1.0 0.0014571 0.00095567 0.67
0.0015255 0.0012129 1.0 0.0014588 0.00095289 0.67
0.0015268 0.0012101 1.0 0.0014604 0.00095015 0.67
0.0015281 0.0012075 1.0 0.0014619 0.00094748 0.67
0.0015293 0.0012049 1.0 0.0014633 0.00094486 0.67
0.0015304 0.0012023 1.0 0.0014647 0.00094231 0.67
0.0015315 0.0011998 1.0 0.0014659 0.0009398 0.67
0.0015325 0.0011973 1.0 0.0014671 0.00093736 0.67
0.0015335 0.001195 1.0 0.0014682 0.00093497 0.67
0.0015344 0.0011926 1.0 0.0014692 0.00093264 0.67
0.0015352 0.0011904 1.0 0.0014702 0.00093036 0.67
0.001536 0.0011881 1.0 0.001471 0.00092814 0.67
0.0015367 0.001186 1.0 0.0014718 0.00092598 0.67
0.0015374 0.0011839 1.0 0.0014725 0.00092388 0.67
0.001538 0.0011818 1.0 0.0014731 0.00092183 0.67
0.0015385 0.0011798 1.0 0.0014737 0.00091984 0.67
0.001539 0.0011779 1.0 0.0014741 0.00091791 0.67
0.0015394 0.001176 1.0 0.0014745 0.00091604 0.67
0.0015398 0.0011742 1.0 0.0014748 0.00091422 0.67
0.0015401 0.0011724 1.0 0.001475 0.00091246 0.67
0.0015403 0.0011707 1.0 0.0014751 0.00091075 0.67
0.0015405 0.0011691 1.0 0.0014751 0.0009091 0.67
0.0015406 0.0011675 1.0 0.0014751 0.00090751 0.67
0.0015406 0.001166 1.0 0.001475 0.00090598 0.67
0.0015406 0.0011645 1.0 0.0014748 0.0009045 0.67
0.0015406 0.0011631 1.0 0.0014745 0.00090308 0.67
0.0015404 0.0011617 1.0 0.0014741 0.00090172 0.67
0.0015403 0.0011604 1.0 0.0014737 0.00090041 0.67
0.00154 0.0011592 1.0 0.0014731 0.00089916 0.67
0.0015397 0.001158 1.0 0.0014725 0.00089797 0.67
0.0015393 0.0011568 1.0 0.0014718 0.00089684 0.67
0.0015389 0.0011557 1.0 0.001471 0.00089576 0.67
0.0015384 0.0011547 1.0 0.0014702 0.00089474 0.67
0.0015379 0.0011538 1.0 0.0014693 0.00089377 0.67
0.0015373 0.0011529 1.0 0.0014682 0.00089287 0.67
0.0015366 0.001152 1.0 0.0014671 0.00089202 0.67
0.0015359 0.0011512 1.0 0.0014659 0.00089122 0.67
0.0015351 0.0011505 1.0 0.0014647 0.00089049 0.67
0.0015342 0.0011498 1.0 0.0014633 0.00088981 0.67
0.0015482 0.0011527 1.0 0.0014626 0.00087108 0.67
0.0015505 0.0011512 1.0 0.0014632 0.000867 0.67
0.0015525 0.0011496 1.0 0.0014636 0.00086314 0.67
0.0015543 0.0011481 1.0 0.001464 0.00085951 0.67
0.001556 0.0011466 1.0 0.0014644 0.00085612 0.67
0.0015574 0.0011451 1.0 0.0014646 0.00085295 0.67
0.0015586 0.0011436 1.0 0.0014647 0.00085002 0.67
0.0015596 0.0011422 1.0 0.0014648 0.00084732 0.67
0.0015605 0.0011407 1.0 0.0014648 0.00084485 0.67
0.0015611 0.0011393 1.0 0.0014647 0.00084261 0.67
0.0015615 0.001138 1.0 0.0014645 0.0008406 0.67
0.0015617 0.0011366 1.0 0.0014642 0.00083882 0.67
0.0015617 0.0011353 1.0 0.0014638 0.00083727 0.67
0.0015615 0.001134 1.0 0.0014634 0.00083595 0.67
0.0015611 0.0011327 1.0 0.0014628 0.00083486 0.67
0.0015605 0.0011314 1.0 0.0014622 0.00083401 0.67
0.0015597 0.0011302 1.0 0.0014615 0.00083338 0.67
0.0015587 0.001129 1.0 0.0014607 0.00083299 0.67
0.0015575 0.0011278 1.0 0.0014599 0.00083282 0.67
0.0015561 0.0011266 1.0 0.0014589 0.00083289 0.67
0.0015545 0.0011255 1.0 0.0014579 0.00083319 0.67
0.0015527 0.0011244 1.0 0.0014567 0.00083372 0.67
0.0015507 0.0011233 1.0 0.0014555 0.00083448 0.67
0.0015485 0.0011222 1.0 0.0014542 0.00083547 0.67
0.0015461 0.0011211 1.0 0.0014528 0.00083669 0.67
0.0015435 0.0011201 1.0 0.0014514 0.00083814 0.67
0.0015407 0.0011191 1.0 0.0014498 0.00083982 0.67
0.0015377 0.0011181 1.0 0.0014482 0.00084173 0.67
0.0015344 0.0011171 1.0 0.0014465 0.00084388 0.67
0.001531 0.0011162 1.0 0.0014446 0.00084625 0.67
0.0015274 0.0011153 1.0 0.0014428 0.00084886 0.67
0.0015236 0.0011144 1.0 0.0014408 0.0008517 0.67
0.0015195 0.0011135 1.0 0.0014387 0.00085476 0.67
0.0015153 0.0011127 1.0 0.0014366 0.00085806 0.67
0.0015109 0.0011118 1.0 0.0014343 0.00086159 0.67
0.0015062 0.001111 1.0 0.001432 0.00086535 0.67
0.0015014 0.0011102 1.0 0.0014296 0.00086934 0.67
0.0014964 0.0011095 1.0 0.0014271 0.00087356 0.67
0.0014911 0.0011087 1.0 0.0014246 0.00087801 0.67
0.0014857 0.001108 1.0 0.0014219 0.00088269 0.67
0.00148 0.0011073 1.0 0.0014192 0.00088761 0.67
0.0014742 0.0011067 1.0 0.0014164 0.00089275 0.67
0.0014681 0.001106 1.0 0.0014135 0.00089813 0.67
0.0014619 0.0011054 1.0 0.0014105 0.00090373 0.67
0.0014554 0.0011048 1.0 0.0014074 0.00090957 0.67
0.0014488 0.0011042 1.0 0.0014042 0.00091564 0.67
0.0014419 0.0011037 1.0 0.001401 0.00092193 0.67
0.0014349 0.0011031 1.0 0.0013976 0.00092846 0.67
0.0014276 0.0011026 1.0 0.0013942 0.00093522 0.67
0.0014201 0.0011022 1.0 0.0013907 0.00094221 0.67
0.0013949 0.0011079 1.0 0.0013905 0.000999 1.0
0.0013901 0.0011075 1.0 0.0013894 0.0010063 1.0
0.0013852 0.001107 1.0 0.0013881 0.0010133 1.0
0.0013803 0.0011065 1.0 0.0013867 0.0010201 1.0
0.0013753 0.001106 1.0 0.0013852 0.0010267 1.0
0.0013703 0.0011055 1.0 0.0013836 0.001033 1.0
0.0013653 0.0011049 1.0 0.0013819 0.0010391 1.0
0.0013603 0.0011043 1.0 0.00138 0.001045 1.0
0.0013552 0.0011037 1.0 0.0013781 0.0010506 1.0
0.0013501 0.001103 1.0 0.001376 0.001056 1.0
0.001345 0.0011024 1.0 0.0013738 0.0010612 1.0
0.0013398 0.0011017 1.0 0.0013714 0.0010661 1.0
0.0013346 0.0011009 1.0 0.001369 0.0010708 1.0
0.0013294 0.0011002 1.0 0.0013664 0.0010753 1.0
0.0013241 0.0010994 1.0 0.0013637 0.0010795 1.0
0.0013188 0.0010986 1.0 0.0013609 0.0010835 1.0
0.0013134 0.0010978 1.0 0.001358 0.0010872 1.0
0.0013081 0.001097 1.0 0.001355 0.0010908 1.0
0.0013027 0.0010961 1.0 0.0013518 0.0010941 1.0
0.0012972 0.0010952 1.0 0.0013485 0.0010971 1.0
0.0012918 0.0010942 1.0 0.0013451 0.0011 1.0
0.0012863 0.0010933 1.0 0.0013416 0.0011026 1.0
0.0012807 0.0010923 1.0 0.001338 0.0011049 1.0
0.0012752 0.0010913 1.0 0.0013342 0.001107 1.0
0.0012696 0.0010903 1.0 0.0013303 0.0011089 1.0
0.001264 0.0010892 1.0 0.0013263 0.0011106 1.0
0.0012583 0.0010881 1.0 0.0013222 0.001112 1.0
0.0012526 0.001087 1.0 0.001318 0.0011132 1.0
0.0012469 0.0010859 1.0 0.0013136 0.0011142 1.0
0.0012411 0.0010847 1.0 0.0013092 0.0011149 1.0
0.0012353 0.0010836 1.0 0.0013046 0.0011154 1.0
0.0012295 0.0010824 1.0 0.0012999 0.0011156 1.0
0.0012236 0.0010811 1.0 0.001295 0.0011157 1.0
0.0012177 0.0010799 1.0 0.0012901 0.0011155 1.0
0.0012118 0.0010786 1.0 0.001285 0.001115 1.0
0.0012059 0.0010773 1.0 0.0012798 0.0011143 1.0
0.0011999 0.0010759 1.0 0.0012745 0.0011134 1.0
0.0011939 0.0010746 1.0 0.0012691 0.0011123 1.0
0.0011878 0.0010732 1.0 0.0012636 0.0011109 1.0
0.0011817 0.0010718 1.0 0.0012579 0.0011093 1.0
0.0011756 0.0010703 1.0 0.0012521 0.0011075 1.0
0.0011694 0.0010688 1.0 0.0012462 0.0011054 1.0
0.0011633 0.0010674 1.0 0.0012402 0.0011031 1.0
0.001157 0.0010658 1.0 0.0012341 0.0011005 1.0
0.0011508 0.0010643 1.0 0.0012278 0.0010977 1.0
0.0011445 0.0010627 1.0 0.0012215 0.0010947 1.0
0.0011382 0.0010611 1.0 0.001215 0.0010915 1.0
0.0011319 0.0010595 1.0 0.0012084 0.001088 1.0
0.0011255 0.0010579 1.0 0.0012016 0.0010843 1.0
0.0011191 0.0010562 1.0 0.0011948 0.0010803 1.0
0.0011013 0.0010498 1.0 0.0011767 0.0010498 1.0
0.0010944 0.0010482 1.0 0.0011713 0.0010482 1.0
0.0010875 0.0010467 1.0 0.0011658 0.0010467 1.0
0.0010807 0.0010452 1.0 0.0011604 0.0010452 1.0
0.0010739 0.0010437 1.0 0.0011549 0.0010437 1.0
0.0010673 0.0010422 1.0 0.0011494 0.0010422 1.0
0.0010607 0.0010407 1.0 0.0011439 0.0010407 1.0
0.0010542 0.0010392 1.0 0.0011384 0.0010392 1.0
0.0010477 0.0010378 1.0 0.0011329 0.0010378 1.0
0.0010414 0.0010364 1.0 0.0011274 0.0010364 1.0
0.0010351 0.0010349 1.0 0.0011219 0.0010349 1.0
0.0010289 0.0010335 1.0 0.0011164 0.0010335 1.0
0.0010228 0.0010321 1.0 0.0011108 0.0010321 1.0
0.0010167 0.0010307 1.0 0.0011053 0.0010307 1.0
0.0010107 0.0010294 1.0 0.0010997 0.0010294 1.0
0.0010048 0.001028 1.0 0.0010942 0.001028 1.0
0.00099902 0.0010266 1.0 0.0010886 0.0010266 1.0
0.00099327 0.0010253 1.0 0.001083 0.0010253 1.0
0.0009876 0.001024 1.0 0.0010774 0.001024 1.0
0.000982 0.0010227 1.0 0.0010719 0.0010227 1.0
0.00097647 0.0010214 1.0 0.0010663 0.0010214 1.0
0.00097103 0.0010201 1.0 0.0010606 0.0010201 1.0
0.00096566 0.0010188 1.0 0.001055 0.0010188 1.0
0.00096036 0.0010175 1.0 0.0010494 0.0010175 1.0
0.00095514 0.0010163 1.0 0.0010438 0.0010163 1.0
0.00095 0.001015 1.0 0.0010381 0.001015 1.0
0.00094493 0.0010138 1.0 0.0010325 0.0010138 1.0
0.00093994 0.0010126 1.0 0.0010268 0.0010126 1.0
0.00093502 0.0010114 1.0 0.0010212 0.0010114 1.0
0.00093018 0.0010102 1.0 0.0010155 0.0010102 1.0
0.00092541 0.001009 1.0 0.0010098 0.001009 1.0
0.00092073 0.0010078 1.0 0.0010041 0.0010078 1.0
0.00091611 0.0010067 1.0 0.00099841 0.0010067 1.0
0.00091157 0.0010055 1.0 0.0009927 0.0010055 1.0
0.00090711 0.0010044 1.0 0.00098698 0.0010044 1.0
0.00090273 0.0010033 1.0 0.00098126 0.0010033 1.0
0.00089842 0.0010022 1.0 0.00097553 0.0010022 1.0
0.00089418 0.0010011 1.0 0.00096979 0.0010011 1.0
0.00089002 0.001 1.0 0.00096404 0.001 1.0
0.00088594 0.00099895 1.0 0.00095829 0.00099895 1.0
0.00088193 0.0009979 1.0 0.00095252 0.0009979 1.0
0.000878 0.00099685 1.0 0.00094675 0.00099685 1.0
0.00087415 0.00099582 1.0 0.00094097 0.00099582 1.0
0.00087037 0.0009948 1.0 0.00093518 0.0009948 1.0
0.00086666 0.0009938 1.0 0.00092939 0.0009938 1.0
0.00086304 0.0009928 1.0 0.00092358 0.0009928 1.0
0.00085948 0.00099182 1.0 0.00091777 0.00099182 1.0
0.00085601 0.00099085 1.0 0.00091195 0.00099085 1.0
0.00085261 0.00098989 1.0 0.00090612 0.00098989 1.0
0.00084928 0.00098895 1.0 0.00090028 0.00098895 1.0
0.00084899 0.0009901 1.0 0.00088204 0.0009901 1.0
0.00084426 0.00098903 1.0 0.00087496 0.00098903 1.0
0.00083958 0.00098796 1.0 0.000868 0.00098796 1.0
0.00083495 0.00098689 1.0 0.00086114 0.00098689 1.0
0.00083036 0.00098582 1.0 0.0008544 0.00098582 1.0
0.00082582 0.00098475 1.0 0.00084776 0.00098475 1.0
0.00082133 0.00098368 1.0 0.00084124 0.00098368 1.0
0.00081688 0.00098262 1.0 0.00083483 0.00098262 1.0
0.00081248 0.00098155 1.0 0.00082852 0.00098155 1.0
0.00080813 0.00098048 1.0 0.00082233 0.00098048 1.0
0.00080383 0.00097941 1.0 0.00081625 0.00097941 1.0
0.00079957 0.00097834 1.0 0.00081028 0.00097834 1.0
0.00079536 0.00097727 1.0 0.00080443 0.00097727 1.0
0.0007912 0.00097621 1.0 0.00079868 0.00097621 1.0
0.00078709 0.00097514 1.0 0.00079304 0.00097514 1.0
0.00078302 0.00097407 1.0 0.00078752 0.00097407 1.0
0.000779 0.000973 1.0 0.0007821 0.000973 1.0
0.00077503 0.00097193 1.0 0.0007768 0.00097193 1.0
0.00077111 0.00097086 1.0 0.0007716 0.00097086 1.0
0.00076723 0.0009698 1.0 0.00076652 0.0009698 1.0
0.0007634 0.00096873 1.0 0.00076155 0.00096873 1.0
0.00075962 0.00096766 1.0 0.00075669 0.00096766 1.0
0.00075588 0.00096659 1.0 0.00075194 0.00096659 1.0
0.00075219 0.00096552 1.0 0.0007473 0.00096552 1.0
0.00074855 0.00096445 1.0 0.00074277 0.00096445 1.0
0.00074496 0.00096338 1.0 0.00073835 0.00096338 1.0
0.00074142 0.00096232 1.0 0.00073404 0.00096232 1.0
0.00073792 0.00096125 1.0 0.00072985 0.00096125 1.0
0.00073447 0.00096018 1.0 0.00072576 0.00096018 1.0
0.00073106 0.00095911 1.0 0.00072179 0.00095911 1.0
0.00072771 0.00095804 1.0 0.00071792 0.00095804 1.0
0.0007244 0.00095697 1.0 0.00071417 0.00095697 1.0
0.00072114 0.00095591 1.0 0.00071053 0.00095591 1.0
0.00071792 0.00095484 1.0 0.000707 0.00095484 1.0
0.00071476 0.00095377 1.0 0.00070358 0.00095377 1.0
0.00071164 0.0009527 1.0 0.00070027 0.0009527 1.0
0.00070857 0.00095163 1.0 0.00069707 0.00095163 1.0
0.00070554 0.00095056 1.0 0.00069398 0.00095056 1.0
0.00070256 0.00094949 1.0 0.000691 0.00094949 1.0
0.00069963 0.00094843 1.0 0.00068814 0.00094843 1.0
0.00069675 0.00094736 1.0 0.00068538 0.00094736 1.0
0.00069392 0.00094629 1.0 0.00068274 0.00094629 1.0
0.00069113 0.00094522 1.0 0.0006802 0.00094522 1.0
0.00068839 0.00094415 1.0 0.00067778 0.00094415 1.0
0.0006857 0.00094308 1.0 0.00067547 0.00094308 1.0
0.00068305 0.00094202 1.0 0.00067327 0.00094202 1.0
0.00068045 0.00094095 1.0 0.00067118 0.00094095 1.0
0.0006779 0.00093988 1.0 0.0006692 0.00093988 1.0
0.0006754 0.00093881 1.0 0.00066733 0.00093881 1.0
0.00067294 0.00093774 1.0 0.00066557 0.00093774 1.0
